Auction,Age,Make,Color,WheelType,Odo,Size,MMRAauction,MMRAretail,BadBuy
MANHEIM,4,PONTIAC,WHITE,Alloy,81072,LARGE,6028,9789,YES
MANHEIM,3,DODGE,OTHER,NULL,76533,MEDIUM,4484,5343,YES
OTHER,2,DODGE,WHITE,Covers,49639,MEDIUM,7991,11882,NO
OTHER,3,BUICK,SILVER,Alloy,62015,LARGE,7919,9053,YES
MANHEIM,4,CHEVROLET,SILVER,Alloy,84563,'LARGE TRUCK',8912,12185,NO
MANHEIM,3,FORD,GREEN,Alloy,70454,LARGE,8315,11859,NO
MANHEIM,5,MAZDA,GREY,Alloy,87670,'SMALL SUV',8040,11790,NO
ADESA,3,CHRYSLER,BLUE,NULL,83141,VAN,6952,8008,YES
MANHEIM,6,FORD,BLACK,Alloy,66409,'MEDIUM SUV',6222,9989,YES
OTHER,2,CHEVROLET,RED,NULL,50542,COMPACT,6395,7407,YES
MANHEIM,3,CHRYSLER,BEIGE,Covers,43659,CROSSOVER,8005,9145,NO
MANHEIM,4,CHRYSLER,RED,Covers,59638,MEDIUM,4681,8170,NO
MANHEIM,5,FORD,SILVER,Alloy,80442,VAN,4407,8316,NO
ADESA,5,FORD,SILVER,NULL,88665,SPORTS,8831,11949,YES
MANHEIM,2,CHEVROLET,GREY,Covers,83131,MEDIUM,10886,14543,NO
MANHEIM,3,CHRYSLER,BLACK,Covers,77075,MEDIUM,6047,7031,NO
MANHEIM,3,PONTIAC,GREY,Alloy,75656,LARGE,7964,11555,NO
OTHER,7,FORD,SILVER,NULL,77840,COMPACT,2208,2885,YES
ADESA,6,FORD,BLUE,Alloy,47931,SPORTS,5457,6394,YES
MANHEIM,5,CHEVROLET,SILVER,Covers,70138,COMPACT,3042,5450,YES
ADESA,7,CHEVROLET,GOLD,Alloy,58897,LARGE,4055,6993,NO
MANHEIM,2,DODGE,WHITE,NULL,49304,MEDIUM,6956,10927,NO
MANHEIM,3,DODGE,WHITE,Alloy,57800,SPECIALTY,7500,8600,NO
MANHEIM,5,DODGE,SILVER,Alloy,77274,VAN,5626,8919,NO
MANHEIM,6,OLDSMOBILE,OTHER,NULL,75606,MEDIUM,2560,3265,YES
MANHEIM,3,DODGE,WHITE,Alloy,78490,VAN,7373,11784,YES
ADESA,3,JEEP,GOLD,Covers,76353,'SMALL SUV',8722,9920,NO
OTHER,6,FORD,OTHER,Alloy,76965,MEDIUM,2652,3364,YES
MANHEIM,4,CHEVROLET,GREY,Covers,77813,LARGE,5128,6038,NO
MANHEIM,3,DODGE,SILVER,Covers,55882,MEDIUM,5480,6418,NO
MANHEIM,4,DODGE,GREEN,Alloy,82744,MEDIUM,4315,7536,NO
ADESA,3,CHEVROLET,GREY,NULL,60213,MEDIUM,5659,9610,YES
ADESA,3,PONTIAC,GREY,NULL,54990,MEDIUM,8543,12444,YES
OTHER,2,CHEVROLET,BLUE,Covers,87741,MEDIUM,6269,7271,NO
MANHEIM,5,CHEVROLET,WHITE,Alloy,91913,'MEDIUM SUV',8440,12414,NO
MANHEIM,6,FORD,BLACK,Alloy,82440,'MEDIUM SUV',4187,5022,NO
MANHEIM,3,CHEVROLET,BLACK,Covers,67008,COMPACT,4899,5791,NO
MANHEIM,6,BUICK,RED,Alloy,91114,MEDIUM,2653,3365,NO
OTHER,5,DODGE,WHITE,Covers,73586,MEDIUM,3733,6476,YES
MANHEIM,5,NISSAN,GREY,Covers,73874,MEDIUM,5986,9335,NO
OTHER,2,CHRYSLER,SILVER,Covers,60736,MEDIUM,6938,10231,NO
MANHEIM,3,DODGE,RED,Alloy,91494,'SMALL TRUCK',11053,14681,NO
MANHEIM,2,CHEVROLET,GOLD,Covers,55033,MEDIUM,6327,7333,NO
MANHEIM,7,NISSAN,SILVER,Alloy,59147,'MEDIUM SUV',4871,5761,YES
MANHEIM,5,DODGE,BLUE,Alloy,71665,VAN,5886,9333,YES
MANHEIM,4,CHEVROLET,RED,Alloy,87294,MEDIUM,7184,10452,NO
MANHEIM,3,FORD,RED,Covers,74802,MEDIUM,8249,11805,NO
MANHEIM,6,CHEVROLET,BLUE,Covers,70026,COMPACT,3052,5775,YES
MANHEIM,5,CHEVROLET,GREY,Alloy,82099,MEDIUM,4189,5024,YES
MANHEIM,3,MITSUBISHI,WHITE,Alloy,74493,MEDIUM,7851,8979,YES
MANHEIM,5,DODGE,RED,Alloy,87379,'MEDIUM SUV',7591,8698,YES
MANHEIM,5,FORD,RED,Alloy,71496,'MEDIUM SUV',6729,10492,NO
MANHEIM,7,FORD,WHITE,Covers,66484,'MEDIUM SUV',5133,8467,YES
OTHER,1,MAZDA,BLACK,Alloy,58485,MEDIUM,10555,11899,NO
MANHEIM,7,MERCURY,GREEN,Alloy,75576,'MEDIUM SUV',5585,9044,NO
ADESA,4,CHRYSLER,BLUE,NULL,72171,MEDIUM,4273,5115,YES
OTHER,4,CHEVROLET,YELLOW,Alloy,75842,COMPACT,3548,6130,NO
MANHEIM,3,DODGE,BLACK,Covers,83482,MEDIUM,5819,9832,YES
OTHER,3,DODGE,BLUE,NULL,79086,MEDIUM,4671,5545,YES
MANHEIM,4,DODGE,BLUE,Covers,86834,VAN,5270,6192,YES
MANHEIM,3,ISUZU,MAROON,Alloy,64794,'MEDIUM SUV',7568,11870,NO
OTHER,1,CHRYSLER,SILVER,Covers,33144,MEDIUM,7112,10645,YES
ADESA,7,FORD,RED,Alloy,77659,COMPACT,2754,6246,NO
MANHEIM,2,CHEVROLET,GREY,Alloy,72060,MEDIUM,7395,8487,NO
MANHEIM,4,CHRYSLER,BLACK,Covers,57304,MEDIUM,5070,8314,NO
ADESA,5,DODGE,BLUE,Alloy,72072,VAN,5023,8974,YES
MANHEIM,5,FORD,RED,Alloy,74172,COMPACT,3478,6799,NO
MANHEIM,6,GMC,BLACK,Alloy,67412,'LARGE SUV',9658,10931,NO
OTHER,1,DODGE,BLACK,Covers,45651,MEDIUM,8619,9809,NO
ADESA,7,MITSUBISHI,MAROON,Alloy,65212,SPORTS,4054,7021,YES
MANHEIM,2,CHEVROLET,WHITE,Covers,92230,MEDIUM,6278,9793,NO
OTHER,5,PONTIAC,RED,Alloy,67512,MEDIUM,3146,6434,YES
MANHEIM,1,FORD,MAROON,Alloy,9446,'LARGE TRUCK',27680,31599,YES
OTHER,4,JEEP,BLACK,Alloy,79059,'MEDIUM SUV',9890,11181,YES
MANHEIM,5,DODGE,SILVER,Alloy,52203,COMPACT,3211,6411,YES
MANHEIM,8,CHRYSLER,SILVER,Covers,86636,MEDIUM,2460,3157,YES
OTHER,5,CHRYSLER,SILVER,NULL,83732,CROSSOVER,6172,9682,YES
MANHEIM,4,HYUNDAI,BLUE,Covers,70467,MEDIUM,3837,4644,NO
MANHEIM,8,GMC,GOLD,Alloy,84748,'LARGE SUV',6610,7639,NO
ADESA,5,PONTIAC,RED,Covers,92760,COMPACT,3189,3944,NO
OTHER,2,CHRYSLER,SILVER,NULL,50097,MEDIUM,6818,10169,YES
MANHEIM,6,LINCOLN,SILVER,Alloy,48694,SPECIALTY,5828,6794,YES
ADESA,7,CHEVROLET,GREEN,Alloy,91217,MEDIUM,2402,5240,YES
MANHEIM,6,CHEVROLET,GOLD,Covers,88743,MEDIUM,2432,3127,YES
ADESA,2,DODGE,GOLD,Covers,86590,VAN,8655,13056,NO
MANHEIM,3,DODGE,BLACK,Covers,64949,VAN,6544,7568,YES
OTHER,4,KIA,BLACK,Alloy,71215,LARGE,7437,8532,YES
MANHEIM,4,FORD,BLACK,Alloy,65188,SPORTS,8540,9723,YES
ADESA,6,CHEVROLET,WHITE,Alloy,79928,'MEDIUM SUV',6435,10407,YES
MANHEIM,3,CHEVROLET,BLACK,Covers,87191,LARGE,7152,8224,NO
OTHER,3,CHEVROLET,BLACK,Covers,54493,COMPACT,3771,4573,YES
OTHER,3,CHRYSLER,BLACK,NULL,79159,SPECIALTY,9530,10792,YES
MANHEIM,4,DODGE,SILVER,Covers,82600,VAN,4730,5608,NO
MANHEIM,5,TOYOTA,BLUE,Covers,90302,MEDIUM,5942,9065,NO
MANHEIM,3,CHEVROLET,WHITE,Alloy,65848,LARGE,8569,12379,NO
OTHER,3,DODGE,BLACK,NULL,61675,MEDIUM,7163,11002,YES
OTHER,2,CHEVROLET,BLACK,Covers,61728,LARGE,8168,12247,YES
MANHEIM,5,CHEVROLET,GREEN,Alloy,65975,'MEDIUM SUV',5459,6396,NO
MANHEIM,4,PONTIAC,GOLD,Covers,52676,LARGE,5223,6141,NO
MANHEIM,6,FORD,SILVER,Alloy,85996,MEDIUM,2824,3550,YES
ADESA,1,DODGE,BLUE,Covers,63564,MEDIUM,7834,8961,NO
MANHEIM,3,DODGE,BLUE,Covers,72327,MEDIUM,5812,9845,NO
MANHEIM,5,NISSAN,GREEN,Covers,58188,COMPACT,4959,8227,YES
OTHER,5,CHRYSLER,WHITE,Covers,29335,MEDIUM,3831,7336,NO
MANHEIM,6,MERCURY,SILVER,Alloy,73734,VAN,5860,9750,YES
MANHEIM,4,PONTIAC,SILVER,Alloy,69272,MEDIUM,6962,10143,NO
ADESA,6,PONTIAC,BLUE,NULL,79802,LARGE,4713,5590,YES
MANHEIM,5,NISSAN,GREY,Alloy,81407,MEDIUM,5160,9199,YES
MANHEIM,6,HONDA,SILVER,Alloy,87138,COMPACT,5104,8478,NO
OTHER,3,FORD,BLACK,Alloy,51006,MEDIUM,10257,13867,NO
OTHER,8,FORD,WHITE,Alloy,97021,'SMALL SUV',3385,4156,NO
MANHEIM,3,SUZUKI,BLACK,Covers,72257,MEDIUM,5097,8200,YES
ADESA,6,DODGE,WHITE,Alloy,81085,'MEDIUM SUV',4227,5065,NO
MANHEIM,5,MITSUBISHI,GREY,Covers,59364,CROSSOVER,5280,7951,NO
ADESA,4,FORD,BLACK,NULL,74844,'MEDIUM SUV',9321,10567,YES
MANHEIM,4,CHEVROLET,BROWN,Covers,89685,LARGE,7125,10641,NO
ADESA,8,MERCURY,SILVER,Covers,67687,MEDIUM,2157,5048,NO
OTHER,5,CHEVROLET,GOLD,Covers,52175,LARGE,3572,4358,NO
OTHER,1,DODGE,BLACK,Covers,47891,MEDIUM,7245,8325,NO
MANHEIM,3,HYUNDAI,BLUE,Alloy,62002,MEDIUM,6657,7690,NO
MANHEIM,5,CHEVROLET,BLUE,Alloy,84431,VAN,6229,9615,NO
ADESA,6,DODGE,WHITE,Alloy,74296,MEDIUM,2836,6070,YES
ADESA,3,CHRYSLER,RED,NULL,46600,MEDIUM,4980,9032,YES
ADESA,5,SUZUKI,BLUE,Covers,41111,MEDIUM,3528,6849,YES
MANHEIM,4,KIA,BLACK,Covers,60617,COMPACT,3428,6728,NO
MANHEIM,7,FORD,GREEN,Covers,72690,VAN,2165,2838,NO
OTHER,4,DODGE,GREEN,Covers,74139,VAN,3142,3893,NO
MANHEIM,2,CHRYSLER,BLACK,Covers,86993,MEDIUM,7025,8087,NO
ADESA,3,KIA,WHITE,Covers,46498,COMPACT,5017,8251,NO
MANHEIM,6,SATURN,SILVER,Alloy,57948,MEDIUM,3326,4092,NO
MANHEIM,4,CHRYSLER,BLUE,Covers,66196,MEDIUM,4286,5129,YES
MANHEIM,7,DODGE,MAROON,Covers,97224,MEDIUM,1884,2535,YES
MANHEIM,3,KIA,MAROON,Covers,53271,MEDIUM,5441,6376,NO
MANHEIM,4,HYUNDAI,BLUE,Alloy,55174,MEDIUM,7162,10456,NO
ADESA,4,DODGE,SILVER,NULL,67234,SPECIALTY,9519,14186,YES
OTHER,3,CHRYSLER,BLUE,NULL,44177,MEDIUM,5096,6004,YES
MANHEIM,3,CHEVROLET,BLUE,Covers,31501,COMPACT,5797,6761,NO
MANHEIM,4,FORD,SILVER,Alloy,81391,MEDIUM,8905,12492,NO
MANHEIM,7,DODGE,WHITE,Alloy,96859,'MEDIUM SUV',5269,9077,NO
MANHEIM,7,FORD,BEIGE,Alloy,89345,'SMALL TRUCK',4925,8051,NO
MANHEIM,4,PONTIAC,GREY,Alloy,67428,LARGE,5500,6440,YES
MANHEIM,5,CHRYSLER,BLUE,Alloy,87322,MEDIUM,2911,3644,YES
MANHEIM,4,KIA,BLACK,Alloy,80824,MEDIUM,4139,7767,YES
MANHEIM,3,CHEVROLET,BLUE,Covers,42062,COMPACT,3771,4573,NO
OTHER,6,CHRYSLER,BLUE,Alloy,78845,MEDIUM,3807,7264,YES
OTHER,4,DODGE,RED,Alloy,56350,MEDIUM,5569,6515,YES
MANHEIM,7,GMC,BLACK,Alloy,85599,'MEDIUM SUV',4318,5163,NO
MANHEIM,5,CHEVROLET,YELLOW,Alloy,79302,COMPACT,2760,5677,YES
MANHEIM,2,FORD,GREY,Alloy,78978,MEDIUM,9569,13720,YES
OTHER,4,FORD,BLACK,Covers,39331,COMPACT,4326,8281,NO
MANHEIM,8,HONDA,GREEN,Covers,87958,MEDIUM,4488,7968,NO
MANHEIM,3,DODGE,WHITE,Alloy,75821,'MEDIUM SUV',8843,10050,NO
ADESA,7,HYUNDAI,BLUE,NULL,69691,'MEDIUM SUV',3914,6865,YES
ADESA,4,PONTIAC,BLUE,NULL,72846,MEDIUM,5813,6778,YES
OTHER,4,FORD,BROWN,Covers,82074,MEDIUM,3440,4215,YES
MANHEIM,3,FORD,BLUE,Alloy,60829,LARGE,6741,7780,NO
OTHER,5,HYUNDAI,BLUE,Covers,71128,MEDIUM,3862,7489,NO
OTHER,2,CHEVROLET,BLUE,Covers,76522,COMPACT,6224,10043,YES
MANHEIM,7,NISSAN,BLACK,Alloy,70339,'MEDIUM SUV',5092,5999,YES
MANHEIM,4,CHEVROLET,SILVER,Alloy,87375,VAN,5596,9213,YES
ADESA,2,FORD,GREEN,Alloy,84040,'SMALL SUV',12705,17162,NO
OTHER,3,PONTIAC,WHITE,NULL,78121,VAN,0,0,YES
MANHEIM,2,CHEVROLET,GREY,Alloy,72119,'MEDIUM SUV',14494,18555,NO
ADESA,6,CHEVROLET,WHITE,Covers,84329,COMPACT,2306,2990,NO
ADESA,7,MAZDA,BLUE,NULL,87429,'SMALL SUV',4271,5113,YES
ADESA,5,FORD,WHITE,Alloy,83824,'LARGE TRUCK',7898,12367,NO
MANHEIM,6,DODGE,WHITE,Alloy,92772,'MEDIUM SUV',4560,5425,NO
MANHEIM,2,DODGE,BLACK,Covers,72095,MEDIUM,7836,11236,NO
MANHEIM,3,CHRYSLER,WHITE,NULL,76969,MEDIUM,6857,10266,NO
MANHEIM,5,CHEVROLET,GOLD,Alloy,97964,LARGE,3643,4434,NO
ADESA,3,FORD,GREY,Alloy,74787,LARGE,6308,7313,NO
MANHEIM,6,FORD,GREY,Alloy,85326,'SMALL SUV',5396,6328,YES
ADESA,6,CHEVROLET,GREY,Alloy,91541,'LARGE SUV',7478,8576,YES
OTHER,1,DODGE,BLUE,Covers,43865,MEDIUM,8196,9352,NO
MANHEIM,4,MAZDA,GREY,Alloy,71739,'SMALL SUV',7228,10682,YES
MANHEIM,5,DODGE,BROWN,Alloy,75884,'MEDIUM SUV',7520,8622,YES
ADESA,3,FORD,GREY,Alloy,82668,'SMALL SUV',7608,8717,NO
MANHEIM,5,CHEVROLET,BLACK,Alloy,77117,'MEDIUM SUV',7750,11618,YES
MANHEIM,5,SUZUKI,GOLD,Alloy,87597,'MEDIUM SUV',5400,7906,YES
ADESA,5,PONTIAC,GOLD,NULL,89828,LARGE,5216,6133,YES
MANHEIM,4,CHRYSLER,SILVER,Alloy,76399,MEDIUM,5154,8474,NO
MANHEIM,4,PONTIAC,RED,Alloy,89064,LARGE,5935,9449,YES
OTHER,3,NISSAN,WHITE,Covers,70483,MEDIUM,11261,15866,NO
ADESA,2,CHEVROLET,BLACK,NULL,50145,MEDIUM,6383,7394,YES
MANHEIM,6,FORD,SILVER,Covers,92808,COMPACT,3190,6102,YES
OTHER,3,CHEVROLET,BLUE,Covers,79502,VAN,7462,11507,NO
MANHEIM,5,CHEVROLET,MAROON,Alloy,77084,'MEDIUM SUV',6718,7755,YES
ADESA,6,SATURN,RED,Alloy,68643,MEDIUM,3073,5880,NO
MANHEIM,3,CHEVROLET,GREY,Covers,62978,'MEDIUM SUV',8504,9684,NO
MANHEIM,3,SATURN,GREY,Alloy,67169,'MEDIUM SUV',7471,8569,NO
MANHEIM,5,FORD,MAROON,Alloy,72758,'SMALL TRUCK',2580,3286,YES
MANHEIM,5,FORD,BLACK,Alloy,82380,'MEDIUM SUV',7693,11226,NO
MANHEIM,1,CHEVROLET,BLUE,Alloy,84230,LARGE,9062,10287,NO
OTHER,4,FORD,RED,Covers,88754,COMPACT,4679,5553,YES
OTHER,8,CHEVROLET,WHITE,Covers,25680,'SMALL TRUCK',3632,6545,NO
MANHEIM,4,DODGE,WHITE,Alloy,89953,'SMALL TRUCK',7920,12159,YES
MANHEIM,4,TOYOTA,GREY,Covers,48316,MEDIUM,8405,11300,NO
ADESA,3,DODGE,SILVER,NULL,79535,SPECIALTY,8677,12923,YES
MANHEIM,2,PONTIAC,BLACK,Covers,76058,MEDIUM,8263,11621,NO
MANHEIM,4,CHEVROLET,SILVER,Covers,76662,LARGE,5080,5986,YES
MANHEIM,4,CHRYSLER,BLUE,Covers,58745,VAN,7565,8670,YES
OTHER,4,DODGE,BLUE,Covers,81235,'MEDIUM SUV',6673,7707,NO
ADESA,5,MAZDA,GREY,Alloy,72273,MEDIUM,6641,9747,NO
OTHER,3,CHEVROLET,BLACK,Covers,70957,LARGE,7229,8307,YES
MANHEIM,3,CHEVROLET,SILVER,Alloy,76828,LARGE,8869,12304,NO
OTHER,4,MERCURY,SILVER,Alloy,76937,'SMALL SUV',8085,12199,NO
MANHEIM,3,CHRYSLER,SILVER,Alloy,53358,MEDIUM,5218,8606,YES
MANHEIM,2,CHRYSLER,BLACK,Covers,54628,MEDIUM,6275,7277,YES
OTHER,5,KIA,BLACK,Alloy,77717,MEDIUM,3796,6796,NO
MANHEIM,3,PONTIAC,GREY,Alloy,63745,MEDIUM,8200,12149,NO
MANHEIM,9,CHEVROLET,MAROON,Alloy,78202,'SMALL TRUCK',2927,5412,YES
MANHEIM,4,CHEVROLET,SILVER,Covers,62827,LARGE,6279,9945,NO
MANHEIM,5,KIA,BLUE,Alloy,69087,MEDIUM,4298,7345,NO
MANHEIM,4,KIA,GOLD,Covers,73609,VAN,8618,12241,YES
OTHER,6,CHEVROLET,BLUE,Covers,63055,MEDIUM,3118,5046,YES
MANHEIM,4,PONTIAC,RED,Alloy,77693,MEDIUM,5961,6938,NO
ADESA,4,CHEVROLET,SILVER,Alloy,94317,'MEDIUM SUV',10591,14245,YES
OTHER,7,FORD,WHITE,Covers,72163,'SMALL TRUCK',3577,6712,NO
OTHER,7,PONTIAC,'NOT AVAIL',Alloy,72642,LARGE,2371,3061,NO
OTHER,1,DODGE,SILVER,Covers,41665,MEDIUM,9835,13897,NO
OTHER,4,NISSAN,SILVER,Covers,88295,COMPACT,4897,5789,YES
ADESA,3,PONTIAC,BLUE,Alloy,48990,VAN,0,0,NO
OTHER,3,FORD,SILVER,Covers,87944,COMPACT,5476,9026,YES
ADESA,2,DODGE,BLACK,Alloy,65231,MEDIUM,9170,12319,YES
MANHEIM,3,CHEVROLET,RED,Covers,79155,'LARGE TRUCK',13974,19941,NO
MANHEIM,4,CHEVROLET,MAROON,NULL,71270,'MEDIUM SUV',7072,8138,YES
MANHEIM,4,CHEVROLET,SILVER,Covers,72268,MEDIUM,6327,9513,YES
OTHER,4,PONTIAC,BLACK,Covers,70715,MEDIUM,6649,7681,NO
MANHEIM,7,CHRYSLER,SILVER,Alloy,88843,LARGE,2888,3619,YES
MANHEIM,3,CHEVROLET,WHITE,Covers,65131,MEDIUM,7061,10880,NO
MANHEIM,4,HYUNDAI,BLUE,Alloy,62440,MEDIUM,4424,5278,NO
ADESA,8,FORD,SILVER,Alloy,98828,'SMALL SUV',3621,6436,YES
MANHEIM,6,TOYOTA,BLACK,Covers,96155,MEDIUM,5963,8922,NO
OTHER,6,MAZDA,YELLOW,Alloy,81052,MEDIUM,5201,6117,NO
OTHER,4,CHRYSLER,WHITE,Alloy,64100,MEDIUM,5295,8493,YES
OTHER,3,FORD,GREEN,Alloy,69957,LARGE,9039,10262,NO
MANHEIM,4,NISSAN,WHITE,Alloy,85696,MEDIUM,8394,12277,YES
OTHER,5,FORD,MAROON,Alloy,80779,'LARGE TRUCK',3922,4736,YES
MANHEIM,4,NISSAN,BLACK,Alloy,90932,MEDIUM,7384,10634,NO
MANHEIM,4,CHRYSLER,GREEN,Alloy,69846,MEDIUM,3780,4582,NO
MANHEIM,3,FORD,GOLD,Covers,49604,MEDIUM,4485,5344,NO
OTHER,6,KIA,BLUE,NULL,80732,MEDIUM,2946,5792,YES
MANHEIM,4,CHRYSLER,BLUE,Alloy,89113,CROSSOVER,8073,11639,NO
MANHEIM,3,FORD,RED,Alloy,81169,LARGE,6613,7642,NO
ADESA,6,TOYOTA,WHITE,Covers,87303,MEDIUM,5782,6745,YES
OTHER,3,TOYOTA,BLUE,Covers,51527,MEDIUM,7684,11803,NO
MANHEIM,6,NISSAN,RED,Alloy,91887,'MEDIUM SUV',5844,6812,NO
MANHEIM,6,CHEVROLET,WHITE,Alloy,73260,'LARGE SUV',8100,12135,NO
ADESA,5,KIA,GREY,NULL,50423,COMPACT,2745,5798,YES
MANHEIM,4,CHEVROLET,GREEN,Covers,60178,MEDIUM,7352,10644,NO
ADESA,4,SATURN,BLACK,NULL,75810,'MEDIUM SUV',7029,10698,YES
OTHER,5,FORD,GOLD,Covers,88502,MEDIUM,3236,6457,NO
MANHEIM,8,MERCURY,WHITE,Alloy,64605,MEDIUM,2900,5816,YES
MANHEIM,7,MITSUBISHI,WHITE,Covers,80188,MEDIUM,2209,2886,NO
ADESA,5,FORD,BROWN,Covers,92874,VAN,4518,8446,YES
MANHEIM,1,CHRYSLER,RED,Covers,81748,MEDIUM,8772,9974,NO
MANHEIM,7,FORD,GOLD,Alloy,90715,COMPACT,3416,7170,NO
MANHEIM,3,FORD,MAROON,Covers,81411,COMPACT,5026,8869,YES
MANHEIM,7,FORD,RED,Alloy,78118,SPORTS,4237,7091,YES
ADESA,6,FORD,GOLD,Alloy,93730,VAN,2400,5840,YES
MANHEIM,5,FORD,RED,Alloy,46020,SPORTS,5443,6378,NO
MANHEIM,2,BUICK,GOLD,Covers,60101,LARGE,9008,10229,NO
MANHEIM,4,FORD,WHITE,Alloy,86619,MEDIUM,5773,10128,YES
MANHEIM,7,CHRYSLER,BLUE,Alloy,92906,MEDIUM,3322,4088,NO
OTHER,2,CHEVROLET,SILVER,NULL,48593,COMPACT,6115,9834,YES
MANHEIM,6,CHEVROLET,BLACK,Alloy,80234,'MEDIUM SUV',5839,6806,NO
MANHEIM,5,CHRYSLER,BLUE,Alloy,48424,MEDIUM,6688,10315,NO
MANHEIM,5,FORD,RED,Alloy,50998,SPORTS,8230,11826,NO
MANHEIM,5,DODGE,GREY,Covers,83369,'MEDIUM SUV',7496,10968,NO
ADESA,5,MITSUBISHI,SILVER,Covers,69044,MEDIUM,4625,7661,NO
OTHER,5,SUZUKI,BLACK,NULL,44096,MEDIUM,2796,6050,YES
OTHER,5,CHEVROLET,BLACK,Special,75818,MEDIUM,4604,7960,NO
MANHEIM,5,NISSAN,WHITE,Alloy,71714,MEDIUM,6051,9494,NO
MANHEIM,3,CHRYSLER,BLACK,NULL,80778,MEDIUM,5450,9195,YES
MANHEIM,6,CHEVROLET,WHITE,Alloy,84090,MEDIUM,4982,7988,NO
OTHER,6,FORD,GOLD,Covers,75558,MEDIUM,3296,4060,YES
OTHER,4,FORD,SILVER,Covers,92103,MEDIUM,3688,4483,NO
MANHEIM,4,DODGE,BLUE,Covers,85426,VAN,6419,10898,NO
OTHER,4,CHEVROLET,WHITE,Alloy,87080,'LARGE TRUCK',14465,18882,YES
OTHER,1,SATURN,RED,Covers,52911,MEDIUM,9352,12978,NO
OTHER,5,TOYOTA,GOLD,Covers,95400,COMPACT,4922,5816,YES
MANHEIM,6,FORD,MAROON,Alloy,78867,SPORTS,4722,5600,YES
MANHEIM,3,CHEVROLET,BLUE,Covers,72872,COMPACT,4004,4824,YES
OTHER,5,DODGE,WHITE,Alloy,53857,MEDIUM,2676,3390,NO
MANHEIM,4,PONTIAC,GOLD,Alloy,83432,'MEDIUM SUV',10126,13720,NO
MANHEIM,7,BUICK,BLUE,Covers,71642,MEDIUM,3112,6122,NO
MANHEIM,8,MAZDA,GREY,Alloy,71976,'SMALL SUV',0,0,NO
ADESA,5,CHRYSLER,WHITE,Alloy,59371,MEDIUM,3220,7456,YES
MANHEIM,3,CHRYSLER,WHITE,Covers,79177,CROSSOVER,9458,13525,YES
MANHEIM,2,CHRYSLER,SILVER,Alloy,65773,MEDIUM,5779,6741,YES
MANHEIM,5,FORD,SILVER,Alloy,82322,COMPACT,4509,8214,YES
MANHEIM,5,FORD,WHITE,Alloy,79517,COMPACT,3138,6076,YES
MANHEIM,2,PONTIAC,SILVER,Alloy,85313,LARGE,8161,12210,YES
MANHEIM,5,CHEVROLET,BLACK,Alloy,74207,'MEDIUM SUV',6160,7153,YES
MANHEIM,3,SUZUKI,GREY,Covers,59743,MEDIUM,4282,5125,NO
ADESA,2,PONTIAC,RED,Alloy,51661,LARGE,7677,8791,NO
MANHEIM,2,DODGE,BLACK,Covers,70970,MEDIUM,8379,12291,NO
ADESA,4,FORD,SILVER,Covers,68927,MEDIUM,3688,4483,NO
OTHER,4,CHEVROLET,SILVER,NULL,68630,MEDIUM,6019,9924,YES
OTHER,4,BUICK,BLUE,Alloy,78732,LARGE,9897,13617,YES
ADESA,6,CHEVROLET,BLACK,Alloy,91794,'LARGE SUV',6524,7546,NO
MANHEIM,2,CHEVROLET,BLUE,Covers,82062,LARGE,7926,11869,NO
MANHEIM,5,FORD,GREEN,Alloy,78165,'LARGE SUV',9100,13532,YES
OTHER,1,CHRYSLER,RED,NULL,53734,MEDIUM,7960,9097,YES
OTHER,7,OLDSMOBILE,GOLD,Alloy,87061,MEDIUM,2305,2989,NO
MANHEIM,6,CHEVROLET,GREY,Alloy,74479,'LARGE TRUCK',6301,7305,YES
MANHEIM,6,FORD,WHITE,Covers,115717,'LARGE TRUCK',3535,7822,YES
MANHEIM,3,DODGE,SILVER,Covers,79452,MEDIUM,7813,11787,YES
MANHEIM,4,FORD,SILVER,Covers,43043,COMPACT,4254,7745,NO
ADESA,4,CHEVROLET,GREY,Covers,94698,MEDIUM,6916,10661,NO
MANHEIM,4,CHEVROLET,BLACK,Covers,75387,LARGE,4530,5392,NO
MANHEIM,4,CHRYSLER,SILVER,Covers,36123,MEDIUM,4753,8331,NO
MANHEIM,9,NISSAN,GOLD,Covers,79301,MEDIUM,2775,5079,YES
ADESA,4,KIA,BLUE,Covers,76860,MEDIUM,4160,7140,YES
MANHEIM,5,NISSAN,BLACK,Alloy,72790,'MEDIUM SUV',6918,10320,YES
MANHEIM,2,CHEVROLET,GREY,Covers,64096,MEDIUM,6321,7327,NO
MANHEIM,9,CHEVROLET,RED,Alloy,86296,VAN,2562,6048,YES
OTHER,1,KIA,GOLD,Covers,39420,COMPACT,6928,9692,NO
ADESA,5,CHRYSLER,PURPLE,Alloy,47172,MEDIUM,4717,8310,YES
MANHEIM,3,FORD,BLACK,Alloy,90999,LARGE,8499,9679,NO
OTHER,4,CHRYSLER,SILVER,NULL,56666,MEDIUM,4550,8016,YES
MANHEIM,7,CHEVROLET,BEIGE,Alloy,79891,MEDIUM,2713,5256,YES
MANHEIM,7,FORD,GOLD,Alloy,74527,'MEDIUM SUV',3056,3800,YES
ADESA,5,DODGE,RED,Alloy,79391,SPECIALTY,7198,11089,NO
MANHEIM,2,PONTIAC,GREY,Alloy,84853,LARGE,7559,8664,NO
